1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
013526	governmental safety requirements	013526	governmental safety requirements	General Requirements	01 00 00
013529	health, safety, and emergency response procedures	013529	health, safety, and emergency response procedures	General Requirements	01 00 00
013529.13	health, safety, and emergency response procedures for contaminated sites	013529.13	health, safety, and emergency response procedures for contaminated sites	General Requirements	01 00 00
013533	infection control procedures	013533	infection control procedures	General Requirements	01 00 00
013543	environmental procedures	013543	environmental procedures	General Requirements	01 00 00
013543.13	environmental procedures for hazardous materials	013543.13	environmental procedures for hazardous materials	General Requirements	01 00 00
013543.16	environmental procedures for toxic materials	013543.16	environmental procedures for toxic materials	General Requirements	01 00 00
013546	indoor air quality procedures	013546	indoor air quality procedures	General Requirements	01 00 00
013553	security procedures	013553	security procedures	General Requirements	01 00 00
013563	sustainability certification project requirements	013563	sustainability certification project requirements	General Requirements	01 00 00
013566	sustainability certification project procedures	013566	sustainability certification project procedures	General Requirements	01 00 00
013573	delegated design procedures	013573	delegated design procedures	General Requirements	01 00 00
013591	period treatment procedures	013591	period treatment procedures	General Requirements	01 00 00
014000	quality requirements	014000	quality requirements	General Requirements	01 00 00
014100	regulatory requirements	014100	regulatory requirements	General Requirements	01 00 00
014113	codes	014113	codes	General Requirements	01 00 00
014116	laws	014116	laws	General Requirements	01 00 00
014119	rules	014119	rules	General Requirements	01 00 00
014123	fees	014123	fees	General Requirements	01 00 00
014126	permit requirements	014126	permit requirements	General Requirements	01 00 00
014200	references	014200	references	General Requirements	01 00 00
014213	abbreviations and acronyms	014213	abbreviations and acronyms	General Requirements	01 00 00
014216	definitions	014216	definitions	General Requirements	01 00 00
014219	reference standards	014219	reference standards	General Requirements	01 00 00
014300	quality assurance	014300	quality assurance	General Requirements	01 00 00
014313	manufacturer qualifications	014313	manufacturer qualifications	General Requirements	01 00 00
014316	supplier qualifications	014316	supplier qualifications	General Requirements	01 00 00
014319	fabricator qualifications	014319	fabricator qualifications	General Requirements	01 00 00
014323	installer qualifications	014323	installer qualifications	General Requirements	01 00 00
014326	testing and inspecting agency qualifications	014326	testing and inspecting agency qualifications	General Requirements	01 00 00
014329	code-required special inspector qualifications	014329	code-required special inspector qualifications	General Requirements	01 00 00
014333	manufacturer's field services	014333	manufacturer's field services	General Requirements	01 00 00
014336	field samples	014336	field samples	General Requirements	01 00 00
014339	mockups	014339	mockups	General Requirements	01 00 00
014500	quality control	014500	quality control	General Requirements	01 00 00
014513	source quality control procedures	014513	source quality control procedures	General Requirements	01 00 00
014516	field quality control procedures	014516	field quality control procedures	General Requirements	01 00 00
014516.13	contractor quality control	014516.13	contractor quality control	General Requirements	01 00 00
014523	testing and inspecting services	014523	testing and inspecting services	General Requirements	01 00 00
014526	plant inspection procedures	014526	plant inspection procedures	General Requirements	01 00 00
014529	testing laboratory services	014529	testing laboratory services	General Requirements	01 00 00
014531	climate resiliency quality control procedures	014531	climate resiliency quality control procedures	General Requirements	01 00 00
014533	code-required special inspections and procedures	014533	code-required special inspections and procedures	General Requirements	01 00 00
015000	temporary facilities and controls	015000	temporary facilities and controls	General Requirements	01 00 00
015100	temporary utilities	015100	temporary utilities	General Requirements	01 00 00
015113	temporary electricity	015113	temporary electricity	General Requirements	01 00 00
015116	temporary fire protection	015116	temporary fire protection	General Requirements	01 00 00
015119	temporary fuel oil	015119	temporary fuel oil	General Requirements	01 00 00
015123	temporary heating, cooling, and ventilating	015123	temporary heating, cooling, and ventilating	General Requirements	01 00 00
015126	temporary lighting	015126	temporary lighting	General Requirements	01 00 00
015129	temporary natural-gas	015129	temporary natural-gas	General Requirements	01 00 00
015133	temporary telecommunications	015133	temporary telecommunications	General Requirements	01 00 00
015136	temporary water	015136	temporary water	General Requirements	01 00 00
015200	construction facilities	015200	construction facilities	General Requirements	01 00 00
015213	field offices and sheds	015213	field offices and sheds	General Requirements	01 00 00
015216	first aid facilities	015216	first aid facilities	General Requirements	01 00 00
015219	sanitary facilities	015219	sanitary facilities	General Requirements	01 00 00
015300	temporary construction	015300	temporary construction	General Requirements	01 00 00
015313	temporary bridges	015313	temporary bridges	General Requirements	01 00 00
015316	temporary decking	015316	temporary decking	General Requirements	01 00 00
015319	temporary overpasses	015319	temporary overpasses	General Requirements	01 00 00
015323	temporary ramps	015323	temporary ramps	General Requirements	01 00 00
015326	temporary runarounds	015326	temporary runarounds	General Requirements	01 00 00
015400	construction aids	015400	construction aids	General Requirements	01 00 00
015413	temporary elevators	015413	temporary elevators	General Requirements	01 00 00
015416	temporary hoists	015416	temporary hoists	General Requirements	01 00 00
015419	temporary cranes	015419	temporary cranes	General Requirements	01 00 00
015423	temporary scaffolding and platforms	015423	temporary scaffolding and platforms	General Requirements	01 00 00
015426	temporary swing staging	015426	temporary swing staging	General Requirements	01 00 00
015500	vehicular access and parking	015500	vehicular access and parking	General Requirements	01 00 00
015513	temporary access roads	015513	temporary access roads	General Requirements	01 00 00
015516	haul routes	015516	haul routes	General Requirements	01 00 00
